nodeID,nodeLabel,latitude,longitude
1,Oost-Groningen,53.032,7.022799999999998
2,Delfzijl en omgeving,53.295,6.94134967320261
3,Overig Groningen,53.22749999999999,6.556730525362317
4,Noord-Friesland,53.206999999999994,5.837101941747568
5,Zuidwest-Friesland,52.909,5.528954965681468
6,Zuidoost-Friesland,52.9905,6.075143787238132
7,Noord-Drenthe,52.957499999999996,6.622823239978285
8,Zuidoost-Drenthe,52.787,6.863480163463232
9,Zuidwest-Drenthe,52.795,6.341273216031278
10,Noord-Overijssel,52.649,6.106191907051283
11,Zuidwest-Overijssel,52.337,6.262116666666665
12,Twente,52.32299999999999,6.709916424770199
13,Veluwe,52.1525,5.778167752442996
14,Zuidwest-Gelderland,51.8805,5.353092499999999
15,Achterhoek,52.003,6.392934654261074
16,Arnhem/Nijmegen,51.92699999999999,5.897980023121389
17,Flevoland,52.548500000000004,5.4598713541666655
18,Utrecht,52.07549999999999,5.1788797831452955
19,Kop van Noord-Holland,52.882999999999996,4.97594179600887
20,IJmond,52.4785,4.665165758113589
21,Agglomeratie Haarlem,52.37949999999999,4.604377126950517
22,Zaanstreek,52.477999999999994,4.794017241379309
23,Het Gooi en Vechtstreek,52.296,5.173040296582848
24,Alkmaar en omgeving,52.6815,4.710311475409836
25,Groot-Amsterdam,52.41,4.896552564102564
26,Agglomeratie's-Gravenhage,52.070499999999996,4.3819172932330845
27,Delft en Westland,51.9845,4.2676546511627915
28,Agglomeratie Leiden en Bollenstreek,52.198499999999996,4.54763592471358
29,Zuidoost-Zuid-Holland,51.8555,4.83289265422078
30,Oost-Zuid-Holland,51.9995,4.7198178079281234
31,Groot-Rijnmond,51.824,4.268434413580248
32,Zeeuwsch-Vlaanderen,51.311,3.766454903455287
33,Overig Zeeland,51.581999999999994,3.989935194683896
34,West-Noord-Brabant,51.5745,4.531562213799848
35,Midden-Noord-Brabant,51.6105,5.031549047541516
36,Noordoost-Noord-Brabant,51.651999999999994,5.522781236734116
37,Zuidoost-Noord-Brabant,51.38799999999999,5.487507396166575
38,Noord-Limburg,51.46549999999999,5.99590342108087
39,Midden-Limburg,51.202999999999996,5.867641357892484
40,Zuid-Limburg,50.8625,5.887016329853462
