nodeID,nodeLabel,latitude,longitude
1,Aguascalientes,21.977582427442393,-102.38369934097142
2,Durango,24.90167666016531,-104.98567687669345
3,Guanajuato,20.898077651851136,-101.03702800042946
4,Guerrero,17.665648794360383,-99.87815074909021
5,Hidalgo,20.483699204497885,-98.85757470213028
6,Jalisco,20.55774893539378,-103.62734826907975
7,México,19.340713890921414,-99.62722215686469
8,Michoacán,19.19943008990558,-101.88452180177505
9,Morelos,18.73249118166886,-99.00673723329618
10,Nayarit,21.78154128040375,-104.8564225788905
11,Nuevo León,25.580090864884657,-99.99729444450854
12,Baja California,30.51953819281333,-115.07866159896449
13,Oaxaca,16.955639722402005,-96.43783458212441
14,Puebla,19.037531720139743,-97.81618328189644
15,Querétaro,20.840944183959483,-99.87792800998967
16,Quintana Roo,19.671298297375458,-88.11727119276485
17,San Luis Potosí,22.60589539536076,-100.45154525996453
18,Sinaloa,24.992551510066175,-107.49266323316297
19,Sonora,29.68339943731657,-110.76136559289367
20,Tabasco,17.932192280033096,-92.61881079820758
21,Tamaulipas,24.302168789784837,-98.67234050903508
22,Tlaxcala,19.451850662811704,-98.08314078862942
23,Baja California Sur,25.877090878289174,-112.02677402926649
24,Veracruz,19.35365316289532,-96.37867841546569
25,Yucatán,20.780307363444948,-88.92563223182631
26,Zacatecas,23.266591515026835,-102.70886060854889
27,Campeche,18.82885795275354,-90.30709771129777
28,Chiapas,16.490858165575997,-92.4753920991257
29,Chihuahua,28.8182383624686,-106.45400126901578
30,Coahuila,27.28552926068534,-102.09676732499078
31,Colima,19.141041495085837,-103.92133727460217
32,Distrito Federal,19.238319585642117,-99.08794199142808
